,freq,term,label
1765,3,novel_paradigm,o
1766,18,novel_technique,o
1767,7,novel_way,o
1768,9,novelty_search,algorithm_design
1769,4,np-hard_problems,o
1770,4,ntru,cryptography
1771,4,nucleation,o
1772,5,nuclei,o
1773,5,null_space,o
1774,3,null_value,data_structures
1775,5,numerical_tests,o
1776,3,object-oriented_program,computer_programming
1777,3,object_properties,computer_programming
1778,7,oblivious_transfer,o
1779,3,observation_node,o
1780,74,obtaining,o
1781,8,ocean,o
1782,5,ofdm,data_structures
1783,3,off-line_password_guessing_attack,cryptography
1784,41,ones,o
1785,4,online_algorithm,algorithm_design
1786,3,online_phase,o
1787,3,open_channel,o
1788,3,open_clusters,o
1789,4,operands,o
1790,3,operations,o
1791,4,optical_communication,o
1792,6,optical_fiber,o
1793,5,optical_system,o
1794,3,optics,o
1795,3,optimal_device,o
1796,18,optimisation_problem,o
1797,7,optimization_framework,o
1798,3,optimized_design,o
1799,4,order,o
1800,5,organizations,o
1801,17,origin,o
1802,54,original,o
1803,12,original_data,o
1804,11,original_image,computer_graphics
1805,3,original_one,o
1806,7,original_problem,o
1807,4,original_signer,o
1808,6,original_study,o
1809,5,originality,o
1810,3,orthophotos,computer_graphics
1811,6,oscillator,o
1812,5,outer_region,o
1813,87,output,o
1814,4,outsourced_data,data_structures
1815,4,outstanding_performance,o
1816,3,over-fitting,machine_learning
1817,6,overlay,o
1818,7,owner,o
1819,14,ownership,o
1820,5,ownership_rights,o
1821,9,p-sbas,distributed_computing
1822,5,packet_classification,network_security
1823,24,pairing,o
1824,20,paper_studies,o
1825,7,parallel_architecture,distributed_computing
1826,6,parallel_computing_capability,distributed_computing
1827,3,parallel_evolutionary_algorithm,machine_learning
1828,4,parallel_mode,o
1829,6,parallel_scalability,distributed_computing
1830,3,parallel_search,data_structures
1831,7,parallelization_strategy,distributed_computing
1832,6,parameter_estimation,o
1833,3,parameter_optimisation,machine_learning
1834,3,parameter_tuning,machine_learning
1835,3,parameterizations,o
1836,4,parameters,o
1837,3,parametric_model,machine_learning
1838,5,parametrization,o
1839,4,parity,o
1840,3,parity_block,o
1841,106,participant,o
1842,21,particle,o
1843,5,particle_size_distribution,o
1844,3,particular_value,o
1845,43,party,o
1846,8,passes,o
1847,21,password,cryptography
1848,6,password_authentication,cryptography
1849,7,pattern_matching_algorithm,algorithm_design
1850,31,peak,o
1851,5,peer,o
1852,3,pelc,o
1853,8,penalty,o
1854,3,performance_gap,o
1855,8,performance_requirement,o
1856,11,permission,o
1857,3,permutation,o
1858,3,persistent_data,data_structures
1859,7,person,o
1860,5,person_re-identification,computer_graphics
1861,10,personal_computer,o
1862,4,perspective_projection,o
1863,3,phase,o
1864,3,phase_modulation,software_engineering
1865,5,phenotypic_diversity,o
1866,7,photon,o
1867,3,photon_number_splitting,cryptography
1868,9,phrase,o
1869,5,physical-layer_security,network_security
1870,4,physical_characteristics,o
1871,24,physical_layer,o
1872,12,physical_properties,o
1873,5,physical_space,o
1874,9,physical_system,o
1875,11,piecewise,o
1876,3,pivotal_role,o
1877,88,pixel,o
1878,6,pixel_value,computer_graphics
1879,16,placement,o
1880,3,plain-text,cryptography
1881,5,plain_text,cryptography
1882,9,plaintext,cryptography
1883,197,play,o
1884,39,player,o
1885,30,plus,o
1886,8,point,o
1887,7,point_multiplication,cryptography
1888,4,point_sets,o
1889,10,pointer,o
1890,13,poisson,o
1891,4,polarization,o
1892,3,pole,o
1893,37,polynomial,o
1894,8,polynomial_time,o
1895,6,polynomial_time_algorithm,algorithm_design
1896,19,pore,o
1897,3,pore_space,o
1898,10,porosity,o
1899,7,poset,o
1900,4,posing,o
1901,6,position_error,o
1902,3,position_paper,o
1903,18,positioning,o
1904,4,positive_integer,o
1905,5,positivity,o
1906,8,post-processing,o
1907,3,post-quantum_cryptography,cryptography
1908,9,potential_application,o
1909,6,potential_energy,o
1910,3,power-law_function,computer_programming
1911,8,power_allocation,o
1912,13,power_analysis,o
1913,8,power_dissipation,o
1914,3,power_failure,o
1915,7,practicability,o
1916,5,practical_aspect,o
1917,6,practical_implementation,o
1918,3,practical_realization,o
1919,6,predicates,o
1920,143,presence,o
1921,25,present_paper,o
1922,24,preserves,o
1923,3,pressing_need,o
1924,6,previous_method,o
1925,6,previous_research,o
1926,5,previous_solution,o
1927,5,previous_version,o
1928,8,primary_key,o
1929,3,primary_receivers,o
1930,5,prime,o
1931,20,primitive,o
1932,7,printing,o
1933,4,printing_technology,o
1934,13,priori,o
1935,4,priori_knowledge,o
1936,14,privacy,o
1937,5,privacy_amplification,cryptography
1938,6,privacy_issues,o
1939,4,private_information,cryptography
1940,7,private_set,o
1941,7,privilege,o
1942,15,prng,o
1943,6,probabilistic_database,data_structures
1944,6,probability_density_function,o
1945,22,probability_distribution,o
1946,6,proceedings,cryptography
1947,3,processed_images,computer_graphics
1948,9,processing_element,o
1949,3,processing_nodes,distributed_computing
1950,5,processing_speed,o
1951,5,processing_steps,o
1952,4,production_cost,o
1953,6,production_planning,o
1954,5,program_verification,computer_programming
1955,3,programmable_cellular_automata,o
1956,5,programming_approach,computer_programming
1957,6,projectile,o
1958,8,prolog,o
1959,37,promise,o
1960,5,promising_alternative,o
1961,3,proof,o
1962,28,proposed_architecture,o
1963,3,proposed_construction,o
1964,24,proposed_design,o
1965,3,proposed_parallel_algorithm,o
1966,31,proposed_protocol,o
1967,113,proposed_scheme,o
1968,8,proposed_structure,o
1969,46,proposed_technique,o
1970,3,proposed_variant,o
1971,8,prospect,o
1972,3,protection_method,o
1973,4,protection_techniques,o
1974,14,protein_structure,o
1975,4,proteins,o
1976,4,proton,o
1977,4,provable_security,cryptography
1978,3,provenance,o
1979,25,provider,o
1980,14,proving,o
1981,10,proxy_signature,cryptography
1982,4,proxy_signer,cryptography
1983,3,pseudo,o
1984,4,pseudo_random_number,cryptography
1985,5,pseudorandom,cryptography
1986,16,psnr,computer_graphics
1987,89,public,o
1988,8,public-key,o
1989,6,public-key_encryption,cryptography
1990,3,public_communication,o
1991,28,public_key,cryptography
1992,8,public_key_cryptography,cryptography
1993,4,public_key_cryptosystem,cryptography
1994,3,public_participation,o
1995,3,publication_analysis,o
1996,4,pulse,o
1997,4,quadratic_equations,o
1998,5,quadratic_forms,o
1999,3,quality_solutions,o
2000,126,quanta,o
2001,6,quantum_chemistry,o
2002,10,quantum_communication,cryptography
2003,11,quantum_computing,o
2004,37,quantum_cryptography,cryptography
2005,5,quantum_entanglement,o
2006,7,quantum_key_agreement,cryptography
2007,20,quantum_key_distribution,cryptography
2008,6,quantum_key_distribution_protocol,cryptography
2009,5,quantum_memory,cryptography
2010,9,quantum_private_comparison,cryptography
2011,6,quantum_secret_sharing,cryptography
2012,11,quantum_state,cryptography
2013,4,quantum_system,o
2014,3,quartz,o
2015,3,quasi-newton_solver,o
2016,11,quaternion,o
2017,5,qubits,cryptography
2018,5,query_answering,data_structures
2019,4,query_execution,data_structures
2020,12,query_result,data_structures
2021,8,queue_length,o
2022,13,radar,o
2023,4,radial_flow,o
2024,5,radiative_transfer,o
2025,3,radio-frequency_identification,o
2026,7,raid,o
2027,3,raid_system,data_structures
2028,5,ramanujan,o
2029,3,random_initialization,o
2030,7,random_noise,o
2031,43,random_number,cryptography
2032,25,random_oracle,cryptography
2033,23,randomness,o
2034,4,randomness_tests,cryptography
2035,7,range_kernel,o
2036,5,rapid_advances,o
2037,3,rapidly_growing_amount,o
2038,3,rayleigh,o
2039,6,re-identification,o
2040,6,reactor,o
2041,5,real-life_application,o
2042,9,real-time,o
2043,5,real-time_detection,o
2044,4,real-time_imaging,o
2045,5,real-time_processing,o
2046,3,real_scenarios,o
2047,6,realistic_scenario,o
2048,3,reallocation,o
2049,3,realtime,o
2050,6,recent_progress,o
2051,3,recent_results,o
2052,3,recent_schemes,o
2053,3,recent_trend,o
2054,3,reception,o
2055,3,recipient,o
2056,5,recombination,o
2057,9,reconstructed_image,computer_graphics
2058,6,reconstruction_technique,computer_graphics
2059,8,reconstruction_time,o
2060,53,recover,o
2061,6,recovers,o
2062,3,rectangle,o
2063,5,redesign,o
2064,4,redundancy,o
2065,3,redundant_computations,o
2066,13,refractive_index,o
2067,4,region,o
2068,7,region_growing,o
2069,35,register,o
2070,72,relational_databases,data_structures
2071,8,relational_schema,data_structures
2072,4,relative_difference,o
2073,14,relay,o
2074,6,relay_networks,network_security
2075,3,relevant_parameters,o
2076,4,reliable_communication,network_security
2077,3,reliable_results,o
2078,11,remedy,o
2079,3,reminder,o
2080,3,repair,o
2081,11,replay,o
2082,6,report,o
2083,3,representative_image,o
2084,9,reputation,o
2085,3,required_level,o
2086,5,required_number,o
2087,3,research_article,o
2088,15,research_community,o
2089,8,reservoir,o
2090,6,residents,o
2091,25,resistance,o
2092,5,resists,o
2093,5,resource_constraints,o
2094,28,restriction,o
2095,4,resulting_algorithms,o
2096,4,resulting_system,o
2097,3,reversibility,o
2098,6,reversible_circuit,o
2099,6,reversible_circuit_synthesis,algorithm_design
2100,7,reversible_watermarking,cryptography
2101,3,reversible_watermarking_techniques,cryptography
2102,5,reynolds,o
2103,24,rfid,o
2104,4,rgb_images,computer_graphics
2105,4,rgb_values,computer_graphics
2106,5,rhythm,o
2107,5,riemann,o
2108,4,rijndael,cryptography
2109,18,ring,o
2110,14,rising,o
2111,8,river,o
2112,5,robustness_analysis,o
2113,13,rock,o
2114,6,rois,o
2115,3,role,o
2116,7,role-based_access_control,data_structures
2117,6,rolling_stock_examination,o
2118,10,roof,o
2119,33,root,o
2120,43,round,o
2121,17,route,o
2122,6,s-boxes,cryptography
2123,3,safe_algorithm,o
2124,6,sake,o
2125,3,sampling_density,o
2126,3,sandbox,software_engineering
2127,7,satisfactory_performance,o
2128,3,satisfiability,o
2129,33,satisfies,o
2130,3,scalable_system,o
2131,11,scalar_multiplication,cryptography
2132,7,scale_factors,o
2133,3,scale_simulation,distributed_computing
2134,30,scan,o
2135,7,scanning_scheme,o
2136,13,scattering,o
2137,3,scheme,o
2138,3,schizophrenia_patients,o
2139,5,schrodinger,o
2140,3,scientific_disciplines,o
2141,4,score,o
2142,3,sdn_architecture,software_engineering
2143,4,seamless,o
2144,9,search_operation,o
2145,7,searchable_encryption,cryptography
2146,6,secondary_receiver,o
2147,4,secondary_user,o
2148,8,secrecy_rate,o
2149,4,secret,o
2150,24,secret_image,cryptography
2151,9,secret_information,cryptography
2152,44,secret_key,cryptography
2153,8,secret_key_rate,cryptography
2154,13,secret_message,cryptography
2155,14,secret_sharing,cryptography
2156,19,sector,o
2157,174,secure,o
2158,3,secure_access,o
2159,17,secure_communication,cryptography
2160,9,secure_direct_communication,cryptography
2161,5,secure_multiparty_computation,cryptography
2162,8,secure_quantum_communication,cryptography
2163,5,secure_routing,network_security
2164,3,secure_system,o
2165,7,secure_transmission,network_security
2166,26,securing,o
2167,89,security,o
2168,26,security_analysis,cryptography
2169,3,security_and_privacy_protection,cryptography
2170,6,security_concern,o
2171,5,security_features,cryptography
2172,14,security_game,o
2173,6,security_guarantee,o
2174,4,security_investments,o
2175,4,security_key,cryptography
2176,17,security_measure,cryptography
2177,24,security_mechanism,cryptography
2178,16,security_model,cryptography
2179,4,security_primitives,cryptography
2180,14,security_problem,o
2181,10,security_property,o
2182,18,security_protocols,cryptography
2183,15,security_vulnerability,network_security
2184,5,security_weakness,network_security
2185,3,sediments,o
2186,3,seismic_data,o
2187,18,sender,o
2188,20,sending,o
2189,63,sense,o
2190,108,sensing,o
2191,15,sensitive_data,data_structures
2192,15,sensor_node,o
2193,3,separation_logic,o
2194,4,server_side,o
2195,8,service-oriented_architecture,software_engineering
2196,5,service_level,o
2197,14,session,o
2198,10,session_initiation,network_security
2199,11,session_key,cryptography
2200,4,setup,o
2201,13,shadow,o
2202,6,shadow_image,computer_graphics
2203,8,shale_gas_reservoir,o
2204,107,share,o
2205,3,shared_memory_system,operating_systems
2206,4,shared_secret,cryptography
2207,8,sharing,o
2208,5,short_period,o
2209,3,shortest_vector_problem,o
2210,8,shuffling,o
2211,3,sigma,o
2212,7,signal,o
2213,42,signal_processing,o
2214,3,signature,cryptography
2215,4,signature_generation,cryptography
2216,15,signature_scheme,cryptography
2217,6,signature_verification,cryptography
2218,8,signer,cryptography
2219,7,significant_advantage,o
2220,6,significant_attention,o
2221,9,significant_impact,o
2222,3,significantly_better_performance,o
2223,13,signing,o
2224,5,silico,o
2225,5,similar,o
2226,8,similar_result,o
2227,122,simple,o
2228,4,simple_algorithm,o
2229,4,simple_approach,o
2230,4,simple_implementation,o
2231,3,simplex,o
2232,7,simplified_version,o
2233,15,simplifies,o
2234,3,simulated_results,o
2235,9,simulation_result,o
2236,15,single_image,computer_graphics
2237,4,single_precision,o
2238,4,single_server,o
2239,5,single_solution,o
2240,3,single_type,o
2241,4,singular_integral,o
2242,20,singular_value,machine_learning
2243,8,singularity,o
2244,6,sketches,o
2245,7,skew,o
2246,6,sliding_window,o
2247,18,slow,o
2248,3,small-world,o
2249,7,smoothing,o
2250,5,soap,o
2251,3,software-as-a-service,software_engineering
2252,13,software_implementation,software_engineering
2253,163,sons,o
2254,10,sort,o
2255,5,source_detection,o
2256,5,source_signal,o
2257,5,space_usage,o
2258,4,sparse_linear_systems,o
2259,6,spatial_augmented_reality,computer_graphics
2260,8,spatial_database,data_structures
2261,4,spatial_dimension,o
2262,9,spatial_domain,o
2263,6,spatial_query,data_structures
2264,3,spawning,o
2265,4,special_form,o
2266,4,specialty,o
2267,3,specific_form,o
2268,11,speeding,o
2269,3,spikes,o
2270,3,spindle,o
2271,3,spline,o
2272,30,split,o
2273,3,springer,o
2274,3,ssim,computer_graphics
2275,5,stabilization,o
2276,7,stacking,o
2277,6,stage,o
2278,12,standard,o
2279,6,standard_error,o
2280,3,standard_scheme,o
2281,38,starting,o
2282,3,stata,o
2283,3,stationary_solution,o
2284,9,statistical_property,o
2285,6,statistics,o
2286,3,stay,o
2287,14,steganography,cryptography
2288,3,stereotype,o
2289,4,stimulated_reservoir_volume,o
2290,8,storage_space,data_structures
2291,8,stored_data,data_structures
2292,3,storing,data_structures
2293,3,straightforward_implementation,o
2294,19,stream_cipher,cryptography
2295,5,strict_avalanche_criteria,cryptography
2296,3,strip,o
2297,3,stripe,o
2298,3,strong_interference,o
2299,5,strong_security,cryptography
2300,3,strong_unforgeability,cryptography
2301,8,structural_health_monitoring,o
2302,7,structural_similarity_index,o
2303,5,structured,o
2304,4,structured_sparsity,o
2305,3,structures,o
2306,9,subclass,o
2307,3,subgraphs,data_structures
2308,3,submission,o
2309,3,substance,o
2310,5,substation,o
2311,4,substation_automation,o
2312,11,substitute,o
2313,4,substitution,o
2314,18,success_rate,o
2315,3,successful_execution,o
2316,12,sufficient_condition,o
2317,8,suffix_tree,data_structures
2318,17,suitability,o
2319,4,summation,o
2320,7,superposition,o
2321,20,supply,o
2322,3,supporting_point,o
2323,8,surface_flow,o
2324,3,surrogate_raid,o
2325,3,survival,o
2326,12,swarm_optimization,machine_learning
2327,8,sweep,o
2328,6,swimming_parameters,o
2329,6,swipt,o
2330,24,switching,network_security
2331,9,symmetric_key,cryptography
2332,6,symmetric_key_cryptography,cryptography
2333,9,symmetry,o
2334,6,symport/antiport_rule,distributed_computing
2335,4,symport_rules,o
2336,3,system_behavior,o
2337,6,system_capacity,o
2338,3,system_evaluation,o
2339,3,system_quality,operating_systems
2340,3,systemc,o
2341,4,t-test,o
2342,5,tabular_data,data_structures
2343,19,tags,o
2344,5,tampering,o
2345,6,tampering_functions,software_engineering
2346,4,target_area,o
2347,4,technician,o
2348,4,technique_uses,o
2349,5,telecommunication,o
2350,6,telephone,o
2351,3,teleportation,o
2352,4,temperature_field,o
2353,4,temporal_database,data_structures
2354,4,temporal_indeterminacy,data_structures
2355,4,temporal_resolution,computer_graphics
2356,3,tenant,o
2357,5,tessellation,o
2358,3,testbeds,o
2359,79,text,o
2360,3,text_clustering,machine_learning
2361,3,textile,computer_graphics
2362,6,theorem,o
2363,3,theoretical_background,o
2364,10,theoretical_framework,o
2365,3,thermodynamic_properties,o
2366,5,thinning,o
2367,4,thorough_analysis,o
2368,5,threshold_scheme,cryptography
2369,4,tight_bound,o
2370,8,tile,o
2371,4,tiling,o
2372,6,time_algorithm,algorithm_design
2373,4,time_difference,o
2374,11,time_domain,o
2375,5,time_efficiency,o
2376,3,tips,o
2377,8,tissue_p_systems,distributed_computing
2378,7,tlbo,o
2379,8,tmis,o
2380,5,toffoli,o
2381,6,token,o
2382,4,topological_properties,o
2383,51,topology,o
2384,4,total_energy,o
2385,4,total_length,o
2386,22,total_number,o
2387,3,total_power_consumption,o
2388,4,total_time,o
2389,6,total_variation,o
2390,4,tracked_object,computer_graphics
2391,13,tracking_error,algorithm_design
2392,8,traditional_techniques,o
2393,3,traffic_engineering,o
2394,5,transducer,o
2395,7,transform,o
2396,17,transforms,o
2397,9,transition_matrix,o
2398,19,transmit,o
2399,4,transmits,o
2400,9,transmitter,o
2401,14,transparency,o
2402,3,transponder,o
2403,3,travel_speed,o
2404,8,traverse,o
2405,5,triangulation,o
2406,4,trigonometric_functions,o
2407,3,triple_patterns,data_structures
2408,9,true_random_number,cryptography
2409,7,trust,o
2410,8,trust_model,network_security
2411,3,trusted_authority,cryptography
2412,3,tumour,o
2413,8,tuple,o
2414,3,tuple_deletion,computer_programming
2415,6,turbulence,o
2416,3,typing,o
2417,8,uncertain_data,o
2418,5,undergoes,o
2419,7,underlying_data,o
2420,3,undesirable_effect,o
2421,19,unified_device_architecture,distributed_computing
2422,6,unified_framework,o
2423,3,unique_advantage,o
2424,10,universal,o
2425,5,unpredictability,o
2426,5,upper_and_lower_bounds,o
2427,30,upper_bound,o
2428,3,upper_bound_k,o
2429,4,usability,o
2430,15,useful_information,o
2431,19,useful_tool,o
2432,4,user's_privacy,cryptography
2433,3,user's_query,data_structures
2434,9,user_authentication,network_security
2435,5,user_impersonation_attack,network_security
2436,4,user_input,o
2437,363,uses,o
2438,3,utmost_importance,o
2439,5,value,o
2440,90,variant,o
2441,5,vector_instructions,o
2442,4,vehicular,o
2443,6,vehicular_communication,network_security
2444,4,vein,o
2445,9,velocity_field,o
2446,4,veracity,o
2447,3,verifiable_secret_sharing,cryptography
2448,8,verifier,o
2449,6,versatility,o
2450,5,vhdl,computer_programming
2451,4,viable_solution,o
2452,9,video_coding,computer_graphics
2453,9,video_data,computer_graphics
2454,10,video_sequence,computer_graphics
2455,3,vigenere_cipher,cryptography
2456,9,violation,o
2457,8,virtual_hand,computer_graphics
2458,4,virtue,o
2459,31,visual,o
2460,10,visual_cryptography,cryptography
2461,3,visual_database,o
2462,6,visual_information,computer_graphics
2463,4,visual_quality_assessment,computer_graphics
2464,9,visual_representation,computer_graphics
2465,7,visual_secret_sharing,cryptography
2466,3,visual_secret_sharing_scheme,cryptography
2467,17,visual_system,computer_graphics
2468,3,visualization_design,computer_graphics
2469,12,vital_role,o
2470,9,vlsi,o
2471,9,voice,o
2472,5,vortex,o
2473,9,vote,o
2474,6,voter,o
2475,7,voting,o
2476,4,wafer,o
2477,4,walsh-hadamard,cryptography
2478,4,wang_et_al.,o
2479,3,warrant,o
2480,5,wasserstein,o
2481,7,water_level,o
2482,36,watermark,cryptography
2483,3,watermarked_image,computer_graphics
2484,39,watermarking,cryptography
2485,8,watermarking_scheme,cryptography
2486,4,wavefront,o
2487,3,waveguides,o
2488,8,wavelet,o
2489,9,wavelet_coefficients,o
2490,3,wavelet_domain,computer_graphics
2491,5,wavelet_transforms,o
2492,14,wban,o
2493,52,weakness,o
2494,3,wei_et_al.'s,o
2495,6,weight_matrix,o
2496,3,well-known_problem,o
2497,9,wide_application,o
2498,3,widely_used_method,o
2499,3,widening,o
2500,5,wild,o
2501,3,wiley,o
2502,4,wind_turbine,o
2503,18,window,o
2504,7,wireless_channel,o
2505,9,wireless_communication,network_security
2506,5,wireless_communication_system,operating_systems
2507,5,wireless_links,network_security
2508,5,wireless_security,network_security
2509,15,wireless_sensor,o
2510,13,wireless_sensor_network,network_security
2511,4,wireless_system,network_security
2512,3,work,o
2513,8,worker,o
2514,7,worst-case,o
2515,3,wrong_hands,o
2516,5,x-ray_ct,computer_graphics
2517,10,xilinx,o
2518,3,yarn-dyed_fabric,o
2519,14,zernike,o
2520,4,zhang,o
2521,7,zhang_et_al.,o
2522,6,zigbee,network_security
2523,9,zones,o
2524,11,3d_visualization,computer_graphics
2525,4,abstract_model,o
2526,4,abstraction_level,o
2527,12,academia,o
2528,4,acceptable_level,o
2529,21,acceptance,o
2530,9,access_control_model,cryptography
2531,8,access_control_policy,data_structures
2532,16,accordance,o
2533,3,accountability,algorithm_design
2534,9,accurate_prediction,machine_learning
2535,11,acting,o
2536,7,action_research,o
2537,9,active_research_area,o
2538,7,adaptability,o
2539,3,adaptive_software,software_engineering
2540,3,added_value,o
2541,7,additional_feature,o
2542,6,additional_information,o
2543,8,additive_manufacturing,software_engineering
2544,5,administration,o
2545,7,admission,o
2546,4,advanced_tools,o
2547,26,advancement,o
2548,4,advantages,o
2549,6,advice,o
2550,3,aec_curricula,o
2551,4,affine_transformation,o
2552,3,age_range,o
2553,5,ageing,o
2554,6,agency,o
2555,3,agent-based_modeling,machine_learning
2556,10,agent_systems,software_engineering
2557,4,aggregation,o
2558,5,agile_approach,software_engineering
2559,3,agile_methodology,software_engineering
2560,3,agile_practice,software_engineering
2561,3,agile_projects,software_engineering
2562,3,agile_software_development,software_engineering
2563,5,agile_software_engineering,software_engineering
2564,9,agility,o
2565,6,agriculture,o
2566,213,aims,o
2567,3,algebraic_operations,o
2568,58,algorithm,algorithm_design
2569,3,algorithm_components,o
2570,3,alloy,o
2571,76,alternative,o
2572,4,alternative_way,o
2573,8,ambient,o
2574,6,ambient_intelligence,o
2575,22,ambiguity,o
2576,6,american_association,o
2577,52,analyse,o
2578,33,analysing,o
2579,26,analysis_method,o
2580,6,analysis_model,o
2581,3,analysis_program,computer_programming
2582,9,analysis_system,software_engineering
2583,18,analysis_techniques,o
2584,11,analyst,o
2585,7,analytical_method,o
2586,8,analytical_solution,o
2587,7,analytics,o
2588,4,analyzed_data,o
2589,5,anatomy,o
2590,4,animation_design,computer_graphics
2591,3,animators,o
2592,20,annotation,o
2593,5,answer_set,computer_programming
2594,3,ansys,o
2595,7,ant_colony_optimization,machine_learning
2596,3,apache_solr,software_engineering
2597,21,application,o
2598,11,application_areas,o
2599,8,application_developers,software_engineering
2600,19,application_domain,o
2601,3,application_framework,software_engineering
2602,4,application_program_interface,computer_programming
2603,26,applications,software_engineering
2604,3,applied_sciences,o
2605,3,approaches,o
2606,3,appropriate_set,o
2607,3,appropriate_way,o
2608,3,april,o
2609,5,archaeological_site,o
2610,4,archaeology,o
2611,5,archetype,o
2612,8,architects,o
2613,9,architectural_style,software_engineering
2614,16,architecture,o
2615,5,archival,o
2616,9,archive,o
2617,5,archiving,o
2618,4,arena,o
2619,7,argument,o
2620,4,art_algorithm,o
2621,5,artefact,o
2622,13,artificial_intelligence,machine_learning
2623,127,aspect,o
2624,3,aspect-oriented_programming,computer_programming
2625,10,assessment,o
2626,11,assurance,o
2627,3,astronomy,o
2628,4,astrophysics,o
2629,6,attribute_learning,o
2630,4,attributes,o
2631,3,audit,o
2632,3,authoring_tool,software_engineering
2633,4,authors,o
2634,8,automated_analysis,o
2635,5,automated_approach,o
2636,4,automated_framework,software_engineering
2637,4,automatic_classification,machine_learning
2638,8,automatic_identification,machine_learning
2639,56,automation,o
2640,3,autophagy,o
2641,3,available_evidence,o
2642,5,available_information,o
2643,4,available_tools,o
2644,8,avenue,o
2645,18,awareness,o
2646,3,axiom,o
2647,3,back-end,o
2648,3,background,o
2649,9,barrier,o
2650,16,based_software_engineering,software_engineering
2651,13,based_system,o
2652,4,basic_problem,o
2653,5,bed-load_transport,o
2654,14,begin,o
2655,17,benchmarking,o
2656,4,benchmarks,o
2657,219,benefit,o
2658,3,bioinformaticians,o
2659,12,biomarkers,o
2660,4,biomedical_research,o
2661,3,biopsy,o
2662,4,birth,o
2663,9,bloom's_taxonomy,o
2664,3,body,o
2665,17,boost,o
2666,9,bpmn,o
2667,3,brands,o
2668,7,bread,o
2669,9,breadth,o
2670,4,broad_array,o
2671,7,broiler,o
2672,14,budget,o
2673,14,bug_report,software_engineering
2674,4,building_information_models,o
2675,8,building_models,o
2676,7,bulk,o
2677,5,business,o
2678,19,business_process,o
2679,11,business_process_model,o
2680,5,camera_network,computer_graphics
2681,3,canal,o
2682,4,candidate_solution,o
2683,4,carbon,o
2684,4,carbon_dioxide,o
2685,10,cassandra,o
2686,3,catalog,o
2687,5,causal,o
2688,6,cbse,software_engineering
2689,5,centre,o
2690,3,certain_amount,o
2691,3,certain_challenges,o
2692,3,certain_level,o
2693,373,challenge,o
2694,4,challenges,o
2695,3,change,o
2696,10,change_impact_analysis,software_engineering
2697,3,change_requests,software_engineering
2698,6,changes,o
2699,59,checking,o
2700,15,chemical,o
2701,4,chemical_industry,o
2702,7,chemistry,o
2703,7,chemometrics,o
2704,37,choosing,o
2705,3,circulation,o
2706,14,circumstance,o
2707,5,citation,o
2708,3,citations,o
2709,3,city-scale,o
2710,19,claim,o
2711,10,class_diagram,software_engineering
2712,7,classifies,o
2713,3,clearance,o
2714,3,client-side,software_engineering
2715,4,clinic,o
2716,6,clinical_data,o
2717,13,clinical_trials,o
2718,15,clinician,o
2719,4,cloning,o
2720,3,cloud-computing,distributed_computing
2721,4,cloud_technology,distributed_computing
2722,3,cmes,o
2723,13,cmmi,software_engineering
2724,4,coatings,o
2725,8,code_change,o
2726,5,code_reusability,software_engineering
2727,5,cognitive_science,o
2728,12,collaboration,o
2729,5,collaboration_model,o
2730,4,collaborative_system,o
2731,4,collaborative_work,o
2732,4,colleagues,o
2733,6,combination,o
2734,5,combinatorial_optimization,o
2735,6,combinatorial_problem,o
2736,3,command-line,computer_programming
2737,4,commits,o
2738,3,common_framework,o
2739,3,common_object,o
2740,8,common_practice,o
2741,5,common_way,o
2742,10,communication,o
2743,11,communications_technology,o
2744,3,community,o
2745,15,comparison,o
2746,9,competency,o
2747,5,competitive_advantage,o
2748,4,competitiveness,o
2749,21,complement,o
2750,4,complete_description,o
2751,4,complex_datasets,data_structures
2752,12,complex_problem,o
2753,4,complex_set,o
2754,13,complex_software,software_engineering
2755,14,complex_task,o
2756,8,comply,o
2757,14,component,o
2758,5,component_model,o
2759,4,comprehensive_capability,o
2760,7,comprehensive_set,o
2761,6,comprehensive_study,o
2762,7,comprehensive_survey,o
2763,3,computer-aided_software_engineering,software_engineering
2764,3,computer-aided_software_engineering_tool,software_engineering
2765,4,computer-assisted_intervention,o
2766,4,computer-based_system,software_engineering
2767,5,computer_animation,o
2768,5,computer_code,o
2769,7,computer_model,algorithm_design
2770,3,computer_scientists,o
2771,4,computer_skills,computer_programming
2772,13,computer_software,software_engineering
2773,3,computerized_system,o
2774,6,computing_method,o
2775,10,concept,o
2776,11,conceptual_model,data_structures
2777,4,conceptual_modeling,software_engineering
2778,39,concern,o
2779,5,condition_monitoring,o
2780,9,conference,o
2781,58,configuration,o
2782,14,conflict,o
2783,5,conflicting_objectives,o
2784,3,consciousness,o
2785,40,consequence,o
2786,7,considerable_attention,o
2787,4,considerable_impact,o
2788,6,construction,o
2789,3,consultation,o
2790,17,consumer,o
2791,6,consumer_electronics,software_engineering
2792,13,contact,o
2793,5,content_creation,o
2794,4,content_distribution,o
2795,22,context,o
2796,3,context_awareness,o
2797,5,context_information,o
2798,8,contextual_information,computer_graphics
2799,7,continuity,o
2800,5,continuous_operation,o
2801,6,contract,o
2802,9,contradiction,o
2803,41,contributes,o
2804,20,contributing,o
2805,12,controlled_experiment,o
2806,3,controversial_issues,o
2807,4,convenient_tool,o
2808,3,conventional_relational_databases,data_structures
