,Unnamed: 0,freq,term,label
1783,1783,6,alanis_morissette,albums
1784,1784,9496,albu,n
1785,1785,6393,album,albums
1786,1786,9,album's_lead,albums
1787,1787,21,album's_release,albums
1788,1788,8,album's_title,albums
1789,1789,9,album's_title_track,albums
1790,1790,8,album_artwork,albums
1791,1791,19,album_charts,albums
1792,1792,17,album_deal,albums
1793,1793,11,album_debut,albums
1794,1794,68,album_release,albums
1795,1795,8,album_sales,albums
1796,1796,101,album_title,albums
1797,1797,21,album_track,albums
1798,1798,14,album_version,albums
1799,1799,17,albuma,albums
1800,1800,126,albums,albums
1801,1801,21,albums_chart,albums
1802,1802,20,albums_release,albums
1803,1803,10,albumu,albums
1804,1804,7,albuquerque,n
1805,1805,9,alcoholism,n
1806,1806,6,alec,n
1807,1807,5,alex_day,albums
1808,1808,6,alfie,n
1809,1809,16,ali_farka_toure,musicians
1810,1810,12,alice_cooper,musicians
1811,1811,6,alice_in_chains,musicians
1812,1812,7,alicia_keys,musicians
1813,1813,8,alison_krauss,musicians
1814,1814,39,alive,n
1815,1815,7,all-time,n
1816,1816,13,allah,n
1817,1817,7,allan,n
1818,1818,2575,alle,n
1819,1819,6,alley,n
1820,1820,7,alligator_records,albums
1821,1821,3963,ally,n
1822,1822,48,alone,n
1823,1823,5,alot,n
1824,1824,22,alright,n
1825,1825,5,alter_egos,musicians
1826,1826,10,alternate_version,n
1827,1827,5,alternative_rock_bands,musicians
1828,1828,16,alternative_tentacles,albums
1829,1829,58,always,n
1830,1830,5,amazement,n
1831,1831,11,american_alternative_rock_band,musicians
1832,1832,6,american_artist,musicians
1833,1833,49,american_idiot,albums
1834,1834,6,american_recording_artist,musicians
1835,1835,23,american_singer-songwriter,musicians
1836,1836,7,american_tour,albums
1837,1837,6,american_version,n
1838,1838,7,amnesia,n
1839,1839,21,amos,n
1840,1840,6,ancestors,n
1841,1841,9,andreas,n
1842,1842,10,andrew_bird,musicians
1843,1843,5,andromeda,n
1844,1844,121,ange,musicians
1845,1845,12,angelic,n
1846,1846,8,anger,n
1847,1847,6,animal,n
1848,1848,7,anime_series,n
1849,1849,14,anita,n
1850,1850,7,ann_powers,n
1851,1851,41,annie,n
1852,1852,6,annie_lennox,musicians
1853,1853,30,announcemen,n
1854,1854,9,answer,n
1855,1855,5,anthem,genres
1856,1856,10,anthems,genres
1857,1857,26,anthology,albums
1858,1858,25,anthony,n
1859,1859,49,anti-flag,musicians
1860,1860,26,antony,n
1861,1861,16,anus,n
1862,1862,5,apology,n
1863,1863,21,appearances,n
1864,1864,7,appetite,n
1865,1865,16,approval,n
1866,1866,6,apres,n
1867,1867,16,april,n
1868,1868,16,aqua,n
1869,1869,5,aquarium,n
1870,1870,10,arch_enemy,musicians
1871,1871,6,arena_tour,performances
1872,1872,7,argyle_park,n
1873,1873,11,aria,genres
1874,1874,5,aria_music_awards,performances
1875,1875,11,arise,n
1876,1876,5,arista,n
1877,1877,18,arista_records,albums
1878,1878,11,armageddon,n
1879,1879,12,armin,n
1880,1880,18,armin_van_buuren,musicians
1881,1881,29,arms,n
1882,1882,55,armstrong,n
1883,1883,50,army,n
1884,1884,8,arrival,n
1885,1885,7,arthur_baker,n
1886,1886,9,artist_field,n
1887,1887,8,artist_tags,n
1888,1888,5,artistic_differences,n
1889,1889,6,artists/bands,musicians
1890,1890,5,artists_albums,albums
1891,1891,7,artwork,n
1892,1892,5,ascent,n
1893,1893,55,ashe,n
1894,1894,15,asian_dub_foundation,musicians
1895,1895,6,asleep,n
1896,1896,6,assault,n
1897,1897,98,asset,n
1898,1898,13,assistance,n
1899,1899,9,associated_press,n
1900,1900,6,aston,n
1901,1901,5,astronaut,n
1902,1902,9,aswell,n
1903,1903,11,atari,n
1904,1904,67,atlantic,n
1905,1905,10,atom,n
1906,1906,6,atomic_kitten,musicians
1907,1907,5,atoms,n
1908,1908,5,audio_books,n
1909,1909,729,augu,n
1910,1910,10,aurora,musicians
1911,1911,541,australia,n
1912,1912,10,australian_recording_industry_association,n
1913,1913,17,authority,n
1914,1914,54,autum,n
1915,1915,80,available_t,n
1916,1916,16,avalon,n
1917,1917,45,ave_maria,albums
1918,1918,8,avril_lavigne,musicians
1919,1919,5,awake,n
1920,1920,85,b-side,n
1921,1921,6,babe,n
1922,1922,13,babylon,n
1923,1923,9,back_catalog,n
1924,1924,6,back_catalogue,n
1925,1925,12,back_home,albums
1926,1926,7,back_seat,n
1927,1927,9,back_vocals,instruments
1928,1928,5,backe,n
1929,1929,5,backing_bands,musicians
1930,1930,5,backing_singer,musicians
1931,1931,21,backstreet_boys,musicians
1932,1932,5,backup_vocalist,musicians
1933,1933,8,backyard,n
1934,1934,56,bad_brains,musicians
1935,1935,10,bad_religion,musicians
1936,1936,11,bailey,n
1937,1937,27,ballads,genres
1938,1938,7,balls,n
1939,1939,9,band's_albums,albums
1940,1940,10,band's_debut,performances
1941,1941,21,band's_debut_album,albums
1942,1942,5,band's_dissolution,n
1943,1943,9,band's_history,n
1944,1944,10,band's_inception,n
1945,1945,9,band's_line-up,n
1946,1946,9,band's_lineup,n
1947,1947,14,band's_members,n
1948,1948,51,band's_name,n
1949,1949,5,band's_own_label,n
1950,1950,5,band's_record_label,n
1951,1951,13,band's_songs,n
1952,1952,6,band's_style,n
1953,1953,20,band's_t,n
1954,1954,12,band's_website,n
1955,1955,71,band_member,n
1956,1956,73,band_name,n
1957,1957,113,band_play,performances
1958,1958,276,band_release,albums
1959,1959,10,band_sound,n
1960,1960,84,band_split,n
1961,1961,51,band_tour,performances
1962,1962,12,bandcamp_page,n
1963,1963,6,bandits,n
1964,1964,61,bandmate,musicians
1965,1965,6,banger,n
1966,1966,11,bankruptcy,n
1967,1967,11,barbados,n
1968,1968,21,barbie_girl,albums
1969,1969,10,barfly,n
1970,1970,7,barker,n
1971,1971,21,barrett,n
1972,1972,6,barry_white,musicians
1973,1973,8,basist,n
1974,1974,19,bassist,musicians
1975,1975,9,basta,n
1976,1976,7,batch,n
1977,1977,6,bbc_radio_one,n
1978,1978,124,beach_boys,albums
1979,1979,5,beach_boys_album,albums
1980,1980,17,bean,n
1981,1981,6,beastie_boys,musicians
1982,1982,7,beasts,n
1983,1983,5,beat_happening,musicians
1984,1984,6,beat_it,albums
1985,1985,8,beatnuts,musicians
1986,1986,21,beats,n
1987,1987,31,beau,n
1988,1988,75,beautiful,n
1989,1989,7,beautiful_south,musicians
1990,1990,11,bebe_cece_winans,performances
1991,1991,6,bebo_norman,musicians
1992,1992,7,beds,n
1993,1993,8,beenie_man,musicians
1994,1994,9,beer,n
1995,1995,828,begin,n
1996,1996,8,begining,n
1997,1997,6,behest,n
1998,1998,17,behind_the,n
1999,1999,9,belafonte,n
2000,2000,5,believe_it,albums
2001,2001,6,believin,n
2002,2002,6,bell_records,albums
2003,2003,11,belong,n
2004,2004,23,below,n
2005,2005,54,bend,n
2006,2006,11,beneath,n
2007,2007,5,benefit,n
2008,2008,22,bennett,n
2009,2009,5,bert,n
2010,2010,19,best-selling,n
2011,2011,12,best-selling_album,albums
2012,2012,9,best_album,albums
2013,2013,5,best_albums,albums
2014,2014,9,best_newcomer,n
2015,2015,9,best_song,n
2016,2016,12,bette_midler,musicians
2017,2017,164,betwee,n
2018,2018,7,beyonce_knowles,musicians
2019,2019,107,beyond,n
2020,2020,5,bg_vocals,instruments
2021,2021,7,bidding,n
2022,2022,33,biggest_hit,n
2023,2023,19,biggest_hits,n
2024,2024,5,biggest_singles,n
2025,2025,103,billboard,n
2026,2026,6,billboard's_hot,n
2027,2027,41,billboard_chart,n
2028,2028,141,billboard_hot,n
2029,2029,17,billboard_magazine,n
2030,2030,5,billboard_top,n
2031,2031,11,billie_joe_armstrong,musicians
2032,2032,7,billing,n
2033,2033,31,bills,n
2034,2034,7,billy_sheehan,musicians
2035,2035,7,billy_talent,musicians
2036,2036,93,biograph,n
2037,2037,6,birch,n
2038,2038,69,bird,n
2039,2039,12,birdland,n
2040,2040,22,birds,n
2041,2041,12,birdy,n
2042,2042,62,birthday,n
2043,2043,11,bitter,n
2044,2044,21,bizarre,n
2045,2045,8,bjorn,n
2046,2046,161,black_sabbath,musicians
2047,2047,20,black_sabbath's,n
2048,2048,5,black_tape,albums
2049,2049,6,blackouts,n
2050,2050,5,blake_shelton,musicians
2051,2051,7,blame,n
2052,2052,5,bland,n
2053,2053,5,blender,n
2054,2054,9,blige,n
2055,2055,22,blind,n
2056,2056,22,blink,n
2057,2057,5,blip,n
2058,2058,6,blockbuster,n
2059,2059,8,blockheads,musicians
2060,2060,106,bloo,n
2061,2061,25,bloom,n
2062,2062,7,blowfish,n
2063,2063,5,blue_girl,n
2064,2064,5,blue_jeans,n
2065,2065,5,blue_moon,n
2066,2066,14,blue_room,n
2067,2067,10,blue_sky,n
2068,2068,11,bob_dylan's,n
2069,2069,8,bobby_brown,n
2070,2070,5,bohemian_rhapsody,albums
2071,2071,14,bomb,n
2072,2072,11,bon_iver,musicians
2073,2073,5,bonde,n
2074,2074,42,bones,n
2075,2075,30,bonfire,n
2076,2076,40,bonnie_prince_billy,musicians
2077,2077,19,bono,musicians
2078,2078,9,bonus_disc,n
2079,2079,22,bonus_tracks,n
2080,2080,11,bookings,n
2081,2081,5,bootleg,n
2082,2082,5,booty,n
2083,2083,75,born_this_way,albums
2084,2084,11,bosnia,n
2085,2085,27,boss,n
2086,2086,5,boston_globe,n
2087,2087,17,bottle,n
2088,2088,25,bottom,n
2089,2089,11,boulevard,n
2090,2090,9,bound,n
2091,2091,11,bourbon,n
2092,2092,2428,bout,n
2093,2093,8,bowling,n
2094,2094,18,box_set,n
2095,2095,19,boyfriend,n
2096,2096,10,boyzone,musicians
2097,2097,13,brace,n
2098,2098,104,bragg,n
2099,2099,12,brand,n
2100,2100,7,brand_new,n
2101,2101,14,brand_new_album,albums
2102,2102,6,brandon_heath,musicians
2103,2103,16,brandy,n
2104,2104,22,brasilia,n
2105,2105,23,brazilian_singer,musicians
2106,2106,5,breakfast,n
2107,2107,119,breaking,n
2108,2108,5,breakthrough_success,n
2109,2109,10,breathtaking,n
2110,2110,10,brenda,n
2111,2111,7,brew,n
2112,2112,134,brian,n
2113,2113,7,brian_may,musicians
2114,2114,8,brian_mcknight,musicians
2115,2115,38,brian_wilson,musicians
2116,2116,136,brief,n
2117,2117,6,brief_hiatus,n
2118,2118,12,brief_period,n
2119,2119,7,brief_time,n
2120,2120,7,bright_eyes,musicians
2121,2121,7,bright_lights,albums
2122,2122,5,bringing_it,n
2123,2123,6,brit_awards,performances
2124,2124,5,british_acts,n
2125,2125,5,british_group,n
2126,2126,5,british_phonographic_industry,n
2127,2127,10,british_singer-songwriter,musicians
2128,2128,21,britney_spears,musicians
2129,2129,6,broader_audience,n
2130,2130,13,broken_bones,albums
2131,2131,8,broken_dreams,albums
2132,2132,12,broken_social_scene,musicians
2133,2133,14,bron,n
2134,2134,20,bronski_beat,performances
2135,2135,35,brooke,n
2136,2136,61,brother,n
2137,2137,12,brough,n
2138,2138,7,bside,n
2139,2139,6,bubbles,n
2140,2140,5,buddah_records,albums
2141,2141,5,build-up,n
2142,2142,9,bullet,n
2143,2143,18,bullets,n
2144,2144,13,bums,n
2145,2145,25,bunny,n
2146,2146,9,buried,n
2147,2147,114,burn,n
2148,2148,39,burning,n
2149,2149,5,burnout,n
2150,2150,51,burst,n
2151,2151,8,bursts,n
2152,2152,14,business,n
2153,2153,7,busted,n
2154,2154,38,butler,n
2155,2155,8,butterfly,n
2156,2156,23,butthole_surfers,musicians
2157,2157,7,byrd,n
2158,2158,18,byrne,n
2159,2159,8,caedmon's_call,musicians
2160,2160,5,calamity_jane,n
2161,2161,127,calling,n
2162,2162,6,camel,n
2163,2163,7,camo_krooked,performances
2164,2164,6,campaign,n
2165,2165,5,canadian_band,musicians
2166,2166,8,canadian_tour,n
2167,2167,8,candle,n
2168,2168,7,candlelight,n
2169,2169,9,candlemas,n
2170,2170,7,cannon,n
2171,2171,70,capitol,n
2172,2172,5,car_crash,n
2173,2173,11,cara_dillon,musicians
2174,2174,35,cardiacs,n
2175,2175,9,cards,n
2176,2176,20,care,n
2177,2177,11,carey,n
2178,2178,13,carole_king,musicians
2179,2179,16,caroline,n
2180,2180,7,carousel,n
2181,2181,19,carpenters,n
2182,2182,15,carry,n
2183,2183,7,carry_on,n
2184,2184,11,cars,n
2185,2185,5,caruso,n
2186,2186,9,casablanca,n
2187,2187,15,casey,n
2188,2188,16,cash,n
2189,2189,15,cassette,n
2190,2190,5,cassette_album,albums
2191,2191,6,cassette_tapes,n
2192,2192,24,cast,n
2193,2193,23,cast_recording,albums
2194,2194,7,cat_power,n
2195,2195,18,cat_stevens,musicians
2196,2196,23,catalog_number,n
2197,2197,33,catharsis,n
2198,2198,7,caught,n
2199,2199,13,cause,n
2200,2200,7,cavallo,n
2201,2201,7,ccm_magazine,n
2202,2202,9,cd-r,n
2203,2203,8,cd_compilation,n
2204,2204,9,cd_format,n
2205,2205,5,cd_maxi,n
2206,2206,17,cd_release,n
2207,2207,5,cd_single,n
2208,2208,8,cece_winans,musicians
2209,2209,6,cecilia,albums
2210,2210,5,celebrate,n
2211,2211,15,celine_dion,musicians
2212,2212,8,century_media,n
2213,2213,26,certification,n
2214,2214,16,certifications,n
2215,2215,18,certified_platinum,n
2216,2216,65,chains,n
2217,2217,14,chaka_khan,musicians
2218,2218,6,champ,n
2219,2219,146,chance,n
2220,2220,57,change,n
2221,2221,16,changed,n
2222,2222,40,chao,n
2223,2223,17,charlie,n
2224,2224,68,chart,n
2225,2225,5,chart-topper,n
2226,2226,7,chart_position,n
2227,2227,8,chart_successions,n
2228,2228,59,charting,n
2229,2229,92,charts,n
2230,2230,12,cheap_trick,musicians
2231,2231,8,chemical_romance,musicians
2232,2232,49,cher,n
2233,2233,13,cherry,n
2234,2234,9,cherry_red,n
2235,2235,8,cherry_red_records,albums
2236,2236,6,chicago_tribune,n
2237,2237,124,child,n
2238,2238,6,children's_album,albums
2239,2239,12,children's_song,genres
2240,2240,8,chilli,n
2241,2241,6,chinatown,n
2242,2242,26,choice,n
2243,2243,5,chris_farlowe,musicians
2244,2244,54,christ,n
2245,2245,11,christina_aguilera,musicians
2246,2246,394,christmas,n
2247,2247,5,christmas_album,albums
2248,2248,11,christmas_day,n
2249,2249,16,christmas_number,n
2250,2250,7,christmas_song,genres
2251,2251,13,chrome,n
2252,2252,10,chronicles,n
2253,2253,10,chuck,n
2254,2254,5,chuck_berry's,n
2255,2255,5,chute,n
2256,2256,7,cindy,n
2257,2257,10,circulating,n
2258,2258,11,circus,performances
2259,2259,7,citat,n
2260,2260,8,city_lights,n
2261,2261,14,clan,n
2262,2262,25,classic,n
2263,2263,9,classic_album,albums
2264,2264,6,classique,n
2265,2265,20,claus,n
2266,2266,13,cleaner,n
2267,2267,6,clement,n
2268,2268,13,cleo,n
2269,2269,44,click,n
2270,2270,10,clinton,n
2271,2271,8,clive_davis,n
2272,2272,5,clone,n
2273,2273,34,close,n
2274,2274,13,closer,n
2275,2275,8,closing_track,n
2276,2276,6,clothes,n
2277,2277,8,cloud,n
2278,2278,15,clouds,n
2279,2279,11,clown,performances
2280,2280,8,club_tour,performances
2281,2281,5,clubs,n
2282,2282,16,co-op,n
2283,2283,5,co-release,n
2284,2284,10,co-writing,n
2285,2285,6,coal,n
2286,2286,5,coalesce,n
2287,2287,8,coalition,n
2288,2288,7,cock,n
2289,2289,7,coco,n
2290,2290,5,cocoon,n
2291,2291,5,coke,n
2292,2292,6,collaboration_album,albums
2293,2293,16,collaborations,n
2294,2294,10,collaborative_album,n
2295,2295,6,collaborative_effort,n
2296,2296,8,collaborative_project,n
2297,2297,340,collection,n
2298,2298,96,collin,n
2299,2299,117,columbia,n
2300,2300,203,come,n
2301,2301,6,comeback_album,albums
2302,2302,18,comer,n
2303,2303,7,comic_book,n
2304,2304,52,coming,n
2305,2305,31,coming_album,albums
2306,2306,122,comme,n
2307,2307,131,comment,n
2308,2308,169,commercial,n
2309,2309,11,commercial_release,albums
2310,2310,5,commercial_single,genres
2311,2311,73,commercial_success,n
2312,2312,18,commodore,n
2313,2313,5,common_sense,n
2314,2314,5,communards,n
2315,2315,11,como,n
2316,2316,29,compilation,n
2317,2317,20,compilation_album,albums
2318,2318,6,compilation_release,albums
2319,2319,7,compilation_track,albums
2320,2320,24,compilations,n
2321,2321,616,complete,n
2322,2322,7,complete_recording,n
2323,2323,5,complex_arrangements,n
2324,2324,9,compton,n
2325,2325,5,computer_technology,n
2326,2326,48,conan,n
2327,2327,45,concept_album,albums
2328,2328,6,conchords,n
2329,2329,13,condemned,n
2330,2330,9,confirming,n
2331,2331,10,connect,n
2332,2332,25,consecutive_weeks,n
2333,2333,8,consequence,n
2334,2334,9,constellation,n
2335,2335,5,contention,n
2336,2336,7,continental,n
2337,2337,15,continued_work,n
2338,2338,160,contract,n
2339,2339,7,contrast,n
2340,2340,7,conversation,n
2341,2341,40,cool,n
2342,2342,8,copeland,musicians
2343,2343,321,copie,n
2344,2344,10,corbyn,n
2345,2345,1057,cords,n
2346,2346,9,core,n
2347,2347,45,core_band,musicians
2348,2348,5,corrina,n
2349,2349,9,cotton,n
2350,2350,8,counting,n
2351,2351,15,coup,n
2352,2352,379,couple,n
2353,2353,6,courtney_love,musicians
2354,2354,10,cover_album,albums
2355,2355,22,cover_art,n
2356,2356,5,cover_artwork,albums
2357,2357,115,cover_version,albums
2358,2358,37,cover_versions,albums
2359,2359,7,covered,n
2360,2360,15,covers,n
2361,2361,11,crammed_discs,n
2362,2362,6,crash,n
2363,2363,25,crazy,n
2364,2364,6,creative_commons,n
2365,2365,9,creative_process,n
2366,2366,10,creator,n
2367,2367,23,credits,n
2368,2368,5,creed,n
2369,2369,18,crew,n
2370,2370,17,crime,n
2371,2371,5,crimes,n
2372,2372,5,crimson,n
2373,2373,26,criss,n
2374,2374,100,critical_acclaim,n
2375,2375,38,critical_reception,n
2376,2376,10,critical_success,n
2377,2377,6,critically_acclaimed_albums,albums
2378,2378,46,croatia,n
2379,2379,10,crying,n
2380,2380,219,current,n
2381,2381,5,current_album,albums
2382,2382,9,current_band,n
2383,2383,10,current_line,n
2384,2384,25,current_member,n
2385,2385,26,curse,n
2386,2386,9,cutt,n
2387,2387,8,cyndi_lauper,musicians
2388,2388,12,czech_republic,n
2389,2389,5,dabei,n
2390,2390,12,daily_telegraph,n
2391,2391,6,damn,n
2392,2392,18,damned,n
2393,2393,11,dana,n
2394,2394,33,dancing,performances
2395,2395,66,daniel,n
2396,2396,38,danny,n
2397,2397,6,danny_boy,albums
2398,2398,13,dare,n
2399,2399,12,dark_side,albums
2400,2400,7,darkest,n
2401,2401,37,darkness,n
2402,2402,23,darling,n
2403,2403,7,date_tour,n
2404,2404,5,dave_lombardo,musicians
2405,2405,5,dave_stewart,musicians
2406,2406,54,david_bowie,musicians
2407,2407,5,david_bowie's,n
2408,2408,8,david_foster,musicians
2409,2409,57,dawn,n
2410,2410,5,daydream,n
2411,2411,9,daylight,n
2412,2412,100,days,n
2413,2413,11,de_la_soul,performances
2414,2414,78,dead,n
2415,2415,12,dead_kennedys,musicians
2416,2416,8,dead_man,n
2417,2417,5,dead_man's,n
2418,2418,8,dead_star,n
2419,2419,6,deaf,n
2420,2420,13,deal,n
2421,2421,10,death_angel,musicians
2422,2422,6,death_metal_band,musicians
2423,2423,133,debut_e,n
2424,2424,19,debut_full-length,n
2425,2425,21,debut_full-length_album,albums
2426,2426,9,debut_full_length,n
2427,2427,7,debut_full_length_album,albums
2428,2428,26,debut_lp,albums
2429,2429,7,debut_mixtape,albums
2430,2430,13,debut_record,albums
2431,2431,8,debut_recording,albums
2432,2432,37,debut_release,albums
2433,2433,7,debut_self-titled_album,albums
2434,2434,7,debut_self-titled_ep,n
2435,2435,40,debut_solo,performances
2436,2436,20,debut_studio_album,albums
2437,2437,28,debuting,n
2438,2438,10,decade,n
2439,2439,58,decca,n
2440,2440,25,decca_records,albums
2441,2441,5,deceiver,n
2442,2442,5,deception,n
2443,2443,82,decision,n
2444,2444,5,ded_track,n
2445,2445,7,def_leppard,musicians
2446,2446,6,defence,n
2447,2447,13,degrees,n
2448,2448,6,deja_vu,albums
2449,2449,5,delays,n
2450,2450,6,deluxe_edition,n
2451,2451,5,demo,n
2452,2452,13,demo_album,albums
2453,2453,22,demo_cd,n
2454,2454,7,demo_recording,albums
2455,2455,8,demo_recordings,albums
2456,2456,11,demo_tapes,n
2457,2457,11,demo_track,albums
2458,2458,13,demo_version,n
2459,2459,14,demons,n
2460,2460,16,demos,n
2461,2461,126,denmark,n
2462,2462,6,deny,n
2463,2463,5,departure,n
2464,2464,13,depressing,n
2465,2465,42,depression,n
2466,2466,7,descent,n
2467,2467,18,desire,n
2468,2468,8,desk,n
2469,2469,16,destin,n
2470,2470,20,destroy,n
2471,2471,14,destruction,n
2472,2472,6,details,n
2473,2473,13,deuce,n
2474,2474,11,deutschen,n
2475,2475,6,devendra_banhart,musicians
2476,2476,9,devin_townsend,musicians
2477,2477,6,devine,n
2478,2478,5,devotion,n
2479,2479,6,dexter,n
2480,2480,22,diamond,n
2481,2481,8,dick,n
2482,2482,28,didn't_t,n
2483,2483,8,died,n
2484,2484,145,digital,n
2485,2485,5,digital_download,n
2486,2486,6,digital_ep,n
2487,2487,7,digital_release,albums
2488,2488,3184,ding,n
2489,2489,20,dion,n
2490,2490,21,dionysus,n
2491,2491,16,diplo,n
2492,2492,9,dire_straits,musicians
2493,2493,6,direct_translation,n
2494,2494,24,dirty,n
2495,2495,5,disappointing_sales,n
2496,2496,312,disband,n
2497,2497,13,disbandment,n
2498,2498,36,disc,n
2499,2499,456,discog,n
2500,2500,45,discogs,n
2501,2501,7,discs,n
2502,2502,10,dish,n
2503,2503,9,disillusi,n
2504,2504,16,disk,n
2505,2505,22,disney,n
2506,2506,8,dissatisfaction,n
2507,2507,11,dissection,n
2508,2508,8,dissent,n
2509,2509,17,distance,n
2510,2510,161,distribute,n
2511,2511,6,distribution,n
2512,2512,5,distribution_deal,n
2513,2513,7,diva,performances
2514,2514,12,divide,n
2515,2515,17,divine,albums
2516,2516,5,divine_comedy,n
2517,2517,5,dizzee_rascal,musicians
2518,2518,6,dj_muggs,musicians
2519,2519,7,dj_premier,n
2520,2520,11,dj_shadow,n
2521,2521,10,documentary,n
2522,2522,6,dogs,n
2523,2523,11,doin,n
2524,2524,11,doll,n
2525,2525,14,dolls,n
2526,2526,8,dolly,n
2527,2527,307,don't,n
2528,2528,23,don't_know,n
2529,2529,5,don_caballero,musicians
2530,2530,10,donation,n
2531,2531,11,donna_summer,musicians
2532,2532,7,dookie,albums
2533,2533,20,door,n
2534,2534,11,dorm,n
2535,2535,6,dorset,n
2536,2536,29,double_album,albums
2537,2537,5,double_live_album,albums
2538,2538,6,double_lp,n
2539,2539,18,doubt,n
2540,2540,8,dove_awards,performances
2541,2541,246,down,n
2542,2542,63,downloads,n
2543,2543,9,drag_city,albums
2544,2544,5,drag_queen,n
2545,2545,35,dragon,n
2546,2546,80,drake,musicians
2547,2547,5,drawing_board,n
2548,2548,17,dreamer,n
2549,2549,15,dreaming,n
2550,2550,5,dreamland,n
2551,2551,53,drink,n
2552,2552,6,drinking,n
2553,2553,235,drop,n
2554,2554,5,drug_overdose,n
2555,2555,6,drugs,n
2556,2556,29,drum_machine,instruments
2557,2557,33,dude,n
2558,2558,6,duncan,n
2559,2559,16,duo_consisting,performances
2560,2560,5,duo_record,albums
2561,2561,40,dust,n
2562,2562,49,dutch,n
2563,2563,6,dutch_label,n
2564,2564,19,dvds,n
2565,2565,8,dynamic_duo,performances
2566,2566,23,eagles,n
2567,2567,107,eanwhile,n
2568,2568,7,earlier_recordings,n
2569,2569,7,earlier_releases,n
2570,2570,9,ears,n
2571,2571,6,earthbound,n
2572,2572,114,ease,n
2573,2573,11,eastside,n
2574,2574,8,eben,n
2575,2575,5,ebook,n
2576,2576,328,ed_al,n
2577,2577,33,ed_the_record,n
2578,2578,5,edgar,n
2579,2579,6,edguy,musicians
2580,2580,5,edited_version,n
2581,2581,5,eggs,n
2582,2582,10,eiffel,n
2583,2583,9,el-p,n
2584,2584,7,eleanor_rigby,albums
2585,2585,9,electric_light_orchestra,musicians
2586,2586,6,electricity,n
2587,2587,10,electronic_arts,albums
2588,2588,16,elektra,n
2589,2589,7,elektra_records,albums
2590,2590,7,elephant,n
2591,2591,17,eleven,n
2592,2592,8,elise,n
2593,2593,10,elliott,n
2594,2594,6,elton_john's,musicians
2595,2595,20,embarking,n
2596,2596,218,emos,n
2597,2597,6,en_vogue,musicians
2598,2598,8,enchant,n
2599,2599,7,ende,n
2600,2600,8,endeavor,albums
2601,2601,19,enemy,n
2602,2602,231,english,n
2603,2603,19,english_version,n
2604,2604,21,entertainment_weekly,n
2605,2605,16,entire_album,albums
2606,2606,6,entire_life,n
2607,2607,10,envisi,n
2608,2608,17,ep_release,n
2609,2609,7,epiphany,n
2610,2610,5,episodes,n
2611,2611,22,eponym,n
2612,2612,14,eponymous_album,albums
2613,2613,6,eponymous_debut,n
2614,2614,11,eponymous_debut_album,albums
2615,2615,7,equality,n
2616,2616,7,equator,n
2617,2617,16,erasure,n
2618,2618,39,erik,n
2619,2619,5,erika,n
2620,2620,5,erlewine,instruments
2621,2621,8,erschien,n
2622,2622,6,es_materia,n
2623,2623,6,escalator,n
2624,2624,34,escape,n
2625,2625,16,essen,n
2626,2626,35,estimate,n
2627,2627,14,eternal,n
2628,2628,23,eternity,n
2629,2629,6,ethel_merman,performances
2630,2630,5,etta_james,musicians
2631,2631,205,ette,n
2632,2632,5,eulogy,genres
2633,2633,50,european,n
2634,2634,32,european_countries,n
2635,2635,7,european_leg,n
2636,2636,6,european_release,n
2637,2637,18,european_tour,n
2638,2638,5,europop,albums
2639,2639,6,evanescence,musicians
2640,2640,69,event,n
2641,2641,8,events,n
2642,2642,10,evergreen,n
2643,2643,10,everlast,n
2644,2644,99,everythin,n
2645,2645,10,excellent_reviews,n
2646,2646,5,excelsior_recordings,albums
2647,2647,23,excess,n
2648,2648,8,exclaim,n
2649,2649,8,exclusive_track,albums
2650,2650,7,exclusive_tracks,albums
2651,2651,10,executives,n
2652,2652,40,expectation,n
2653,2653,5,experimental_project,n
2654,2654,14,express,n
2655,2655,7,extended_play,n
2656,2656,14,extended_plays,n
2657,2657,13,extensive_tour,n
2658,2658,14,extensive_touring,n
2659,2659,7,eye_blind,n
2660,2660,6,eyebrow,n
2661,2661,13,eyed,n
2662,2662,11,eyedea,n
2663,2663,63,eyes,n
2664,2664,5,ezra,n
2665,2665,50,face,n
2666,2666,7,facebook_page,n
2667,2667,27,faces,n
2668,2668,5,facts,n
2669,2669,71,fade,n
2670,2670,7,fail,n
2671,2671,36,failure,n
2672,2672,15,fair,n
2673,2673,7,fair_lady,n
2674,2674,7,faithful,n
2675,2675,20,fake,n
2676,2676,131,fall,n
2677,2677,10,fall_out_boy,musicians
2678,2678,30,falling,n
2679,2679,19,fallout,n
2680,2680,6,falls,n
2681,2681,45,family,n
2682,2682,6,family_home,n
2683,2683,7,family_man,n
2684,2684,40,fan_base,n
2685,2685,19,farewell,n
2686,2686,18,farm,n
2687,2687,10,fashion,n
2688,2688,5,fastball,n
2689,2689,13,fat_wreck_chords,albums
2690,2690,40,fate,n
2691,2691,7,favorable_reviews,n
2692,2692,7,favourable_reviews,n
2693,2693,5,fearing,n
2694,2694,9,fears,n
2695,2695,33,feature,n
2696,2696,9,feature_film,n
2697,2697,30,featured_artist,musicians
2698,2698,5,featured_songs,albums
2699,2699,50,featuring,n
2700,2700,685,february,n
2701,2701,75,feel,n
2702,2702,7,feel_good,n
2703,2703,195,feeling,n
2704,2704,14,feet,n
2705,2705,9,felix,n
